The Gray Scalp,Edward Willett,56175
A Journey in Brazil,Louis Agassiz and Elizabeth Cabot Cary Agassiz,56171
The Surprise Book,Patten Beard,56170
Billy To-morrow Stands the Test,Sarah Pratt Carr,56169
"The Viking Age, Volume 2 of 2",Paul B. Du Chaillu,56168
"The Viking Age, Volume 1 of 2",Paul B. Du Chaillu,56167
Word Portraits of Famous Writers,Mabel Elizabeth Wotton,56166
Neither Here Nor There,Oliver Herford,56165
Das lebende Lichtbild,Franz Paul Liesegang,56164
The Three Furlongers,Sheila Kaye-Smith,56161
Nether Lochaber,Alexander Stewart,56157
Fairy Tales from Gold Lands,May Wentworth,56155
The Man From Bar 20,Clarence E. Mulford,56154
"The Benefit of the Doubt, a Comedy in Three Acts",Arthur Wing Pinero,56151
"American Missionary, Volume 35, No. 11, November, 1881",Various,56150
The Two Maps of Europe,Hilaire Belloc,56146
Tribal Custom in Anglo-Saxon Law,Frederic Seebohm,56145
"Folk Lore Notes, Vol. 1, Gujarat",A. M. T. Jackson,56144
With Roberts to Pretoria,G. A. Henty,56143
Patsy,Henry De Vere Stacpoole,56142
The British Interned in Switzerland,H. P. Picot,56141
In the Footprints of Charles Lamb,Benjamin Ellis Martin             ,56140
Girls and Athletics,Spalding,56134
Flowers of the Sky,Richard A. Proctor,56133
Earthwork Slips and Subsidences upon Public Works,John Newman,56132
Letters to a Friend,John Muir,56130
The Book of the Fly,G. Hurlstone Hardy,56129
The Cottage on the Fells,Henry De Vere Stacpoole,56128
"Harper's Young People, March 14, 1882",Various,56122
Shout Treason,Francis Foulke Beirne,56121
Pop-Guns,Frances Elizabeth Barrow,56120
The Great Lord Burghley,Martin Andrew Sharp Hume,56119
Irrigation Works,E. S. Bellasis,56113
The Man Behind the Bars,Winifred Louise Taylor,56112
"The Girl's Own Paper, Vol. 20, No. 989, December 10, 1898",Various,56111
Bringing up the Boy,Carl Werner,56109
John Brown's Raid,National Park Service,56106
The Dickens Country,Frederic G. Kitton,56105
Walks in Washington,Francis E. Leupp                                ,56104
Lloyd's Treatise on Hats,Robert Lloyd,56103
"American Missionary, Volume 35, No. 9, September, 1881",Various,56102
Sweet Rocket,Mary Johnston                                          ,56101
"The Review, Vol. 1, No. 2, 1911",Various,56099
The Ranch Girls at Boarding School,Margaret Vandercook,56097
"The Gallery of Portraits, with Memoirs, Vol. 7 of 7",Anonymous,56096
Janus in Modern Life,W. M. Flinders Petrie,56095
Allegheny Episodes,Henry Wharton Shoemaker,56094
An American Diplomat in China,Paul S. Reinsch,56089
John Marshall,James Bradley Thayer                                  ,56088
In Queer Street,Fergus Hume                                         ,56087
The Silver Princess in Oz,Ruth Plumly Thompson and L. Frank Baum,56085
Catharine de Bora,John G. Morris,56084
"De Soto, Coronado, Cabrillo",David Lavender,56083
Dream-Songs for the Beloved,Eleanor Farjeon,56082
A Traitor in London,Fergus Hume,56081
The Fever of Life,Fergus Hume,56080
Handy Mandy in Oz,Ruth Plumly Thompson and L. Frank Baum            ,56079
Love Insurance,Earl Derr Biggers,56077
Pan-Worship and Other Poems,Eleanor Farjeon,56074
Captain Salt in Oz,Ruth Plumly Thompson and L. Frank Baum,56073
"The Girl's Own Paper, Vol. 20. No. 997, February 4, 1899",Various,56071
List of Post Offices in Canada 1873,Postmaster General of Canada,56070
Oxford Mountaineering Essays,Various,56063
From Zone to Zone,Luis Senarens,56062
In Tamal Land,Helen Bingham,56061
Presidential Problems,Grover Cleveland,56060
Old Crosses and Lychgates,Aymer Vallance,56059
Lost in the Atlantic Valley,Luis Senarens,56058
The Day of Doom,Michael Wigglesworth                                ,56053
Castillo de San Marcos,National Park Service,56050
Cleopatra,Henry Houssaye,56049
Jewish Portraits,Lady Katie Magnus                                  ,56048
Rock-climbing in the English Lake District,Owen Glynne Jones,56043
Discovery of the Yosemite,Lafayette Houghton Bunnell,56042
"Vices of Convents and Monasteries, Priests and Nuns",Thos. E. Watson,56041
Lincoln's Plan of Reconstruction,Charles H. McCarthy                ,56039
Port Arthur,Richard Barry                                           ,56038
Sorrow of War,Louis Golding,56037
Inside the Lines,Earl Derr Biggers and Robert Welles Ritchie,56036
Folklore of Scottish Lochs and Springs,James M. Mackinlay,56034
Old Virginia and Her Neighbours,John Fiske                          ,56033
The Romance of the Harem,Anna Harriette Leonowens,56028
The Achievement of the British Navy in the World-War,John Leyland,56027
Vienna 1683,Henry Elliot Malden,56023
"The Catholic World, Vol. 20, October 1874-March 1875",Various,56022
The Power of Truth,William George Jordan,56020
A Class-Book of Biblical History and Geography,Henry S. Osborn,56019
Business Administration,Various,56018
The Black Barque,T. Jenkins Hains,56017
Memories of Old Montana,Con Price,56016
Idols,William J. Locke,56015
The Demagogue and Lady Phayre,William J. Locke,56014
The White Dove,William J. Locke,56013
The Yankee and the Teuton in Wisconsin,Joseph Schafer,56012
Marjorie in Command,Carolyn Wells,56009
Schetsen uit de Dierenwereld,Daniel Giraud  Elliot                  ,56008
The Sagamore of Saco,Mrs. E. Oakes Smith                            ,56007
One Thousand Ways To Make Money,Page Fox                            ,56006
Marsena and Other Stories of the Wartime,Harold Frederic            ,56005
Fossil Butterflies,Samuel H. Scudder,56004
"Old Virginia and Her Neighbours, Vol. 1 of 2",John Fiske,56003
"Studies in Greek Scenery, Legend and History",James George Frazer,56002
The Busy Woman's Garden Book,Ida D. Bennett,56001
"London Labour and the London Poor, Vol. 1 of 4",Henry Mayhew,55998
Illustrated Handbook of Mount Vernon,the Mount Vernon,55997
"Godey's Lady's Book, Philadelphia, Volume 48, March, 1854",Various,55996
Peradventure,Robert Keable,55994
The Diamond Ship,Max Pemberton,55993
Post-Mediaeval Preachers,Sabine Baring-Gould,55990
"Celtic Folklore: Welsh and Manx, Volume 2 of 2",John Rhys,55989
Natural History of Enthusiasm,Isaac Taylor,55988
"Letters of Asa Gray, Vol. 2",Asa Gray                                ,55987
"Letters of Asa Gray, Vol. 1",Asa Gray                                ,55986
New England and the Bavarian Illuminati,Vernon Stauffer,55983
Forward Pass,Ralph Henry Barbour,55982
With Sack and Stock in Alaska,George Broke,55980
Life and Confession of Sophia Hamilton,William H. Jackson,55979
Flight,Irwin R. Franklyn,55977
Voyager Encounters Jupiter,the National Aeronautics,55975
Anthropophagy,Charles W. Darling,55974
Shinto: The ancient religion of Japan,William George Aston,55973
Photo-Lithography,Georg Fritz,55971
The Panama Canal,Harry Clow Boardman,55970
"Quarterly of the Oregon Historical Society, Vol. 1, No. 2",Various,55969
"A History of the British Army, Vol. 1",J. W. Fortescue,55968
Air Monster,Edwin Green,55965
The Sapphire Signet,Augusta Huiell Seaman,55964
Shepherd Singing Ragtime and Other Poems,Louis Golding,55963
"Kate Meredith, Financier",C. J. Cutcliffe Hyne,55962
The Millionaire Mystery,Fergus Hume,55961
The Lady from Nowhere,Fergus Hume,55960
The Coming of the White Men,Mary Hazelton Wade,55959
The Holy Land,John Kelman                                           ,55958
Study of Army Camp Life during American Revolution,Mary Hazel Snuff,55957
The Lost Parchment,Fergus Hume,55956
Ports of Entry,Home Missions Council and,55955
"Wise Saws and Modern Instances, Volume 1 of 2",Thomas Cooper,55951
A Madcap Cruise,Oric Bates                                          ,55950
A Woman of the Ice Age,Louis Pope Gratacap                  ,55949
The Abysmal Brute,Jack London                                       ,55948
Dean Dunham,Hortatio Alger,55947
"Captain Billy's Whiz Bang, Vol. 2. No. 16, January, 1921",Various,55946
Exiles,James Joyce,55945
The Iris,Various,55942
Beethoven,Romain Rolland,55941
Theosophy and Life's Deeper Problems,Annie Besant,55940
When I Was a Boy in Japan,Sakae Shioya,55939
The Municipal and Sanitary Engineer's Handbook,H. Percy Boulnois    ,55935
Peggy Finds the Theatre,Virginia Hughes,55933
California Missions,Karl Frederick Brown,55931
Section-Cutting: A Practical Guide,Sylvester Marsh,55930
The House Of Dreams-Come-True,Margaret Pedler,55928
Derelicts,William J. Locke,55927
The Commentaries of Caesar,Anthony Trollope                         ,55926
Carl The Trailer,Harry Castlemon,55923
Richard Steele's Plays,Richard Steele,55922
Lancashire Songs,Edwin Waugh,55921
William Caxton,E. Gordon Duff                                       ,55919
Oxford,Edward Thomas                                                ,55918
Social Life in Old Virginia Before the War,Thomas Nelson Page,55910
Our Town and Civic Duty,Jane Eayre Fryer,55908
The Golden Circle,Roy J. Snell,55907
Kew Gardens,A. R. Hope Moncrieff,55899
Solitude,Johann Georg Zimmermann,55898
Spices and How to Know Them,W. M. Gibbs,55897
With Mask and Mitt,Albertus T. Dudley,55896
The Pleasures of Collecting,Gardner Callahan Teall                  ,55894
Peeps at Many Lands: Portugal,Agnes M. Goodall                      ,55893
The Family on Wheels,J. MacDonald Oxley                             ,55891
Pennsylvania Dutch Rip Van Winkle,Edward H. Rauch,55888
Manual of Library Cataloguing,J. Henry Quinn,55887
"On Molecular and Microscopic Science, Volume 1 of 2",Mary Somerville,55886
John Galsworthy,Sheila Kaye-Smith,55885
The Young Train Master,Burton E. Stevenson,55880
The New Spirit,Havelock Ellis,55878
The Widowing of Mrs. Holroyd,David Herbert Lawrence,55877
"In the Prison City Brussels, 1914-1918",Julia Helen Watts Twells,55876
Lady William,Margaret Oliphant                                      ,55868
Spiritual Tales,Fiona Macleod,55865
Evolution of Modern Band Saw Mills for Sawing Logs,D. Clint Prescott,55863
The Industrial History of England,Henry de Beltgens Gibbins,55862
The Outcasts and Other Stories,Maxim Gorky,55861
The West Indies,John Henderson                                      ,55859
The Girl Scouts' Canoe Trip,Edith Lavell,55858
Cynthia Ann Parker,James T. DeShields,55857
Letters from The Raven,Lafcadio Hearn,55854
The Children of Cupa,Mary E. Mannix,55852
The Wishing Horse of Oz,Ruth Plumly Thompson and L. Frank Baum,55851
Leaves from the Diary of an Impressionist,Lafcadio Hearn,55850
Known to the Police,Thomas Holmes,55847
Boat Sailing,A. J. Kenealy,55846
The Boy Fortune Hunters in Egypt,Floyd Akers,55845
Snagged and Sunk,Harry Castlemon,55843
"The Catholic World, Vol. 6, October, 1867, to March, 1868",Various,55841
Seekers in Sicily,Elizabeth Bisland and Anne Hoyt,55840
"The Law's Lumber Room, Second Series",Francis Watt,55839
Signers of the Declaration,Various,55838
The Rainbow Bridge,Frances Margaret Fox and Frank T. Merrill        ,55837
Letters That Have Helped Me,Various                                 ,55833
Richard Judkins' Wooing,Thornton Jenkins Hains,55832
The Spider,Fergus Hume,55831
Peggy on the Road,Virginia Hughes,55830
Confession,Maxim Gorky,55828
Who was Lost and is Found,Margaret Oliphant                         ,55827
Peggy Goes Straw Hat,Virginia Hughes,55826
A Hardy Norseman,Edna Lyall,55825
From Dan to Beersheba,John P. Newman,55824
Argonauts of the Western Pacific,Bronislaw Malinowski               ,55822
From the Angle of Seventeen,Eden Phillpotts,55821
The Story of Lutheran Missions,Elsie Singmaster,55819
Automata Old and New,Conrad William Cooke,55817
The Bird in the Box,Mary Mears,55816
Peggy Plays Off-Broadway,Virginia Hughes,55815
Autobiography of a Female Slave,Martha Griffith Browne,55813
The Squirrel Hunters of Ohio,N. E. Jones,55809
Verses,Edith Wharton                                                ,55807
Ozoplaning with the Wizard of Oz,Ruth Plumly Thompson,55806
Travels in a Tree-top,Charles Conrad Abbott,55805
Recollections of a Peninsula Veteran,Joseph Anderson                ,55804
Out of the East,Lafcadio Hearn,55802
Teen-age Super Science Stories,Richard M. Elam,55801
"Mosaic of New Mexico's Scenery, Rocks, and History",Various,55800
Lassen Trails,Stephen Halsey Matteson,55799
False Evidence,E. Phillips Oppenheim,55798
Memorial de Ayres,Machado de Assis,55797
The Sealed Message,Fergus Hume,55795
"Tube, Train, Tram, and Car",Arthur H. Beavan                         ,55793
"Captain Billy's Whiz Bang, Vol. 2. No. 13, October, 1920",Various,55790
Catalogue of Publications in Belles Lettres,Various,55789
Kaarlo Bergbomin kirjoitukset I,Kaarlo Bergbom                      ,55788
The Telephone,Alexander Graham Bell,55787
World Stories Retold for Modern Boys and Girls,William James Sly    ,55786
The Ethics of Diet,Howard Williams                                  ,55785
Two Strangers,Margaret Oliphant                                     ,55784
Tracked by a Tattoo,Fergus Hume,55783
The Turnpike House,Fergus Hume,55782
Willem Adriaan Van Der Stel,George McCall Theal                     ,55781
The Strife of the Sea,T. Jenkins Hains,55780
To Herat and Cabul,G. A. Henty,55779
The Law of Storms,John Ross,55774
My Fifteen Lost Years,Florence Elizabeth Maybrick,55773
The Peddler Spy,W. J. Hamilton,55772
A History of Spanish Literature,James Fitzmaurice-Kelly,55771
Semmering 1912,Peter Altenberg,55770
Robert Greene,Robert Greene,55769
The Guardsman,Homer Greene,55768
The Boy Fortune Hunters in China,L. Frank Baum,55767
The Faery Queen and Her Knights,Alfred John Church,55765
Dave Porter's Great Search,Edward Stratemeyer,55764
The Boy Fortune Hunters in the South Seas,L. Frank Baum,55763
"Outpost in the Wilderness: Fort Wayne, 1706-1828",Charles Poinsatte,55762
The Philosophy of Spiritual Activity,Rudolph Steiner,55761
"Ambrose Lavendale, Diplomat",E. Phillips Oppenheim,55760
A Colored Man Round the World,David F. Dorr,55759
The Boys' and Girls' Herodotus,John S. White,55758
The Art of Paper-Making,Alexander Watt,55757
Prins Alphabet,Piet Valkenstein,55756
The O. S. U. Naturalist,Various,55754
"The Review (Vol. 1, No. 10), October, 1911",Various,55753
Dom Casmurro,Machado de Assis,55752
"Lucy Larcom: Life, Letters, and Diary",Daniel Dulany Addison,55751
Ground Tumbling,Henry Walter Worth,55750
The Raven and The Philosophy of Composition,Edgar Allan Poe,55749
The Red Bicycle,Fergus Hume,55748
The Exclusives Vol. 3 of 3,Charlotte Campbell Bury                 ,55746
